ID, spore print color, population, habitat, edible or poisonous, bruises, odor
6582,w,v,d,p,f,s
6583,w,v,d,p,f,s
6584,w,v,p,p,f,s
6585,w,v,l,p,f,s
6586,w,v,p,p,f,y
6587,w,v,p,p,f,y
6588,w,v,l,p,f,y
6589,w,v,p,p,f,s
6590,w,v,d,p,f,f
6591,w,v,l,p,f,y
6592,w,v,d,p,f,s
6593,w,v,d,p,f,s
6594,w,v,d,p,f,s
6595,w,v,p,p,f,s
6596,w,v,l,p,f,s
6597,w,v,p,p,f,y
6598,w,v,l,p,f,s
6599,w,v,p,p,f,y
6600,w,n,g,e,f,n
6601,w,v,p,p,f,y
6602,w,v,p,p,f,s
6603,w,v,p,p,f,s
6604,w,v,d,p,f,s
6605,w,v,l,p,f,s
6606,w,v,l,p,f,f
6607,w,v,d,p,f,f
6608,w,v,d,p,f,s
6609,w,v,d,p,f,y
6610,w,v,l,p,f,f
6611,w,v,p,p,f,f
6612,w,v,p,p,f,f
6613,w,v,d,p,f,f
6614,w,v,d,p,f,y
6615,w,v,l,p,f,s
6616,w,v,p,p,f,f
6617,w,v,p,p,f,y
6618,w,v,l,p,f,s
6619,w,v,l,p,f,f
6620,w,v,p,p,f,s
6621,w,v,d,p,f,s
6622,w,v,d,p,f,f
6623,w,v,d,p,f,s
6624,w,v,l,p,f,y
6625,w,v,p,p,f,f
6626,w,v,p,p,f,s
6627,w,v,d,p,f,y
6628,w,v,l,p,f,s
6629,w,v,l,p,f,y
6630,w,v,d,p,f,y
6631,w,v,l,p,f,s
6632,w,v,d,p,f,y
6633,w,v,d,p,f,f
6634,w,v,d,p,f,s
6635,w,v,l,p,f,f
6636,w,v,l,p,f,s
6637,w,v,d,p,f,f
6638,w,v,d,p,f,y
6639,w,v,p,p,f,y
6640,w,v,l,p,f,y
6641,w,v,p,p,f,y
6642,w,v,p,p,f,y
6643,w,v,d,p,f,s
6644,w,v,p,p,f,f
6645,w,v,d,p,f,y
6646,w,v,l,p,f,f
6647,w,v,p,p,f,y
6648,w,v,p,p,f,s
6649,w,v,l,p,f,y
6650,w,v,l,p,f,y
6651,w,v,p,p,f,s
6652,w,v,l,p,f,y
6653,w,v,p,p,f,s
6654,w,v,l,p,f,f
6655,w,v,l,p,f,y
6656,w,v,d,p,f,s
6657,w,v,p,p,f,f
6658,w,v,l,p,f,f
6659,w,v,p,p,f,s
6660,w,v,p,p,f,y
6661,w,s,g,e,f,n
6662,w,v,p,p,f,y
6663,w,v,p,p,f,s
6664,y,v,l,e,f,n
6665,w,v,d,p,f,y
6666,w,v,d,p,f,s
6667,w,v,d,p,f,s
6668,w,v,d,p,f,s
6669,w,c,d,p,f,m
6670,w,v,l,p,f,s
6671,w,v,p,p,f,s
6672,w,v,l,p,f,y
6673,w,v,d,p,f,s
6674,w,v,d,p,f,f
6675,w,v,l,p,f,f
6676,w,v,d,p,f,f
6677,w,v,d,p,f,s
6678,w,v,p,p,f,y
6679,w,v,l,p,f,y
6680,w,v,d,p,f,s
6681,w,v,l,p,f,y
6682,w,v,l,p,f,f
6683,w,v,p,p,f,s
6684,w,v,l,p,f,f
6685,w,v,p,p,f,f
6686,w,v,p,p,f,y
6687,w,v,d,p,f,f
6688,w,v,p,p,f,s
6689,w,v,l,p,f,f
6690,w,v,d,p,f,y
6691,w,v,d,p,f,y
6692,w,v,l,p,f,s
6693,w,v,d,p,f,y
6694,w,v,p,p,f,s
6695,w,v,d,p,f,s
6696,w,v,p,p,f,f
6697,w,v,d,p,f,y
6698,w,v,d,p,f,f
6699,w,v,p,p,f,y
6700,w,v,l,p,f,s
6701,w,v,d,p,f,f
6702,w,v,l,p,f,y
6703,w,v,d,p,f,s
6704,w,v,d,p,f,s
6705,w,v,p,p,f,f
6706,w,v,d,p,f,y
6707,w,v,d,p,f,f
6708,w,v,l,p,f,y
6709,w,v,p,p,f,y
6710,w,v,p,p,f,f
6711,w,v,l,p,f,y
6712,w,v,l,p,f,f
6713,w,v,p,p,f,f
6714,w,v,d,p,f,f
6715,w,v,d,p,f,s
6716,w,v,p,p,f,y
6717,w,v,p,p,f,s
6718,w,v,p,p,f,f
6719,w,v,p,p,f,y
6720,w,v,d,p,f,s
6721,w,v,d,p,f,s
6722,w,v,l,p,f,f
6723,w,v,l,p,f,s
6724,w,v,d,p,f,f
6725,w,v,l,p,f,s
6726,w,v,p,p,f,y
6727,w,v,p,p,f,s
6728,w,v,l,p,f,y
6729,w,v,d,p,f,s
6730,w,v,l,p,f,f
6731,w,v,l,p,f,f
6732,w,v,l,p,f,s
6733,w,v,d,p,f,y
6734,w,v,d,p,f,s
6735,w,v,l,p,f,y
6736,w,v,p,p,f,s
6737,w,v,d,p,f,y
6738,w,v,p,p,f,s
6739,w,v,l,p,f,y
6740,w,v,l,p,f,y
6741,w,v,l,p,f,f
6742,w,v,p,p,f,y
6743,w,v,d,p,f,s
6744,w,v,d,p,f,y
6745,w,s,g,e,f,n
6746,w,v,p,p,f,y
6747,w,v,l,p,f,f
6748,w,v,p,p,f,s
6749,w,v,l,p,f,f
6750,w,v,l,p,f,y
6751,w,v,l,p,f,s
6752,w,v,d,p,f,y
6753,w,s,g,e,f,n
6754,w,v,d,p,f,s
6755,w,v,d,p,f,f
6756,w,v,d,p,f,s
6757,w,v,l,p,f,f
6758,w,v,d,p,f,f
6759,w,v,d,p,f,s
6760,w,v,l,p,f,s
6761,w,v,d,p,f,y
6762,w,v,d,p,f,f
6763,w,s,g,e,f,n
6764,o,c,l,e,f,n
6765,w,v,l,p,f,s
6766,w,v,p,p,f,s
6767,w,v,l,p,f,s
6768,w,v,l,p,f,s
6769,w,v,l,p,f,y
6770,w,v,d,p,f,f
6771,w,v,p,p,f,y
6772,w,v,l,p,f,f
6773,w,v,l,p,f,s
6774,w,v,d,p,f,y
6775,w,n,g,e,f,n
6776,w,v,p,p,f,f
6777,w,v,l,p,f,y
6778,w,v,d,p,f,y
6779,w,v,l,p,f,y
6780,w,v,d,p,f,f
6781,w,v,d,p,f,y
6782,w,v,p,p,f,y
6783,w,v,p,p,f,y
6784,w,v,p,p,f,y
6785,w,v,d,p,f,f
6786,w,v,l,p,f,s
6787,w,v,d,p,f,f
6788,w,v,l,p,f,s
6789,w,v,d,p,f,f
6790,w,v,l,p,f,s
6791,w,v,p,p,f,f
6792,w,v,l,p,f,s
6793,w,v,l,p,f,s
6794,w,v,d,p,f,s
6795,w,v,l,p,f,y
6796,w,v,l,p,f,s
6797,w,v,l,p,f,f
6798,w,v,l,p,f,f
6799,w,v,p,p,f,y
6800,w,v,l,p,f,f
6801,w,v,l,p,f,y
6802,w,v,p,p,f,s
6803,w,v,p,p,f,y
6804,w,v,l,p,f,f
6805,w,v,d,p,f,s
6806,w,v,l,p,f,f
6807,w,v,d,p,f,y
6808,w,v,l,p,f,y
6809,w,v,p,p,f,s
6810,w,v,d,p,f,y
6811,w,v,l,p,f,f
6812,w,v,p,p,f,f
6813,w,v,p,p,f,f
6814,w,v,p,p,f,y
6815,w,v,p,p,f,s
6816,w,v,l,p,f,y
6817,w,v,d,p,f,f
6818,w,v,p,p,f,s
6819,w,v,l,p,f,f
6820,w,v,d,p,f,y
6821,w,v,p,p,f,y
6822,w,v,l,p,f,s
6823,w,v,l,p,f,y
6824,w,v,p,p,f,y
6825,w,v,p,p,f,y
6826,w,v,d,p,f,s
6827,w,v,l,p,f,f
6828,w,n,g,e,f,n
6829,w,v,d,p,f,y
6830,w,v,p,p,f,y
6831,w,v,p,p,f,s
6832,w,v,p,p,f,s
6833,w,v,p,p,f,s
6834,w,v,l,p,f,f
6835,w,v,l,p,f,f
6836,w,v,p,p,f,f
6837,w,v,l,p,f,f
6838,w,v,p,p,f,f
6839,w,v,p,p,f,f
6840,w,v,l,p,f,f
6841,w,v,p,p,f,s
6842,w,v,d,p,f,y
6843,w,v,p,p,f,f
6844,w,v,p,p,f,s
6845,w,v,p,p,f,s
6846,w,v,d,p,f,s
6847,w,v,l,p,f,y
6848,w,v,l,p,f,s
6849,w,v,l,p,f,f
6850,o,c,l,e,f,n
6851,w,v,d,p,f,f
6852,w,v,l,p,f,s
6853,w,v,d,p,f,s
6854,w,v,d,p,f,f
6855,w,v,p,p,f,f
6856,w,c,d,p,f,m
6857,w,v,p,p,f,f
6858,w,v,l,p,f,s
6859,w,v,d,p,f,y
6860,w,v,p,p,f,f
6861,w,s,g,e,f,n
6862,w,v,l,p,f,y
6863,w,v,d,p,f,y
6864,w,v,p,p,f,y
6865,w,v,d,p,f,s
6866,w,v,l,p,f,y
6867,w,v,p,p,f,y
6868,w,v,d,p,f,f
6869,w,v,p,p,f,f
6870,w,v,p,p,f,f
6871,w,v,l,p,f,f
6872,w,v,l,p,f,y
6873,w,v,d,p,f,y
6874,w,v,d,p,f,y
6875,w,v,p,p,f,s
6876,w,v,l,p,f,f
6877,w,v,l,p,f,y
6878,w,v,d,p,f,y
6879,w,v,d,p,f,f
6880,w,v,l,p,f,f
6881,w,v,p,p,f,f
6882,w,v,l,p,f,f
6883,w,v,d,p,f,y
6884,w,v,d,p,f,f
6885,w,n,g,e,f,n
6886,w,v,d,p,f,y
6887,w,v,d,p,f,y
6888,w,v,d,p,f,s
6889,w,v,p,p,f,s
6890,w,v,l,p,f,f
6891,w,v,l,p,f,s
6892,w,v,p,p,f,s
6893,w,v,p,p,f,f
6894,w,v,d,p,f,s
6895,w,v,p,p,f,s
6896,w,v,l,p,f,s
6897,w,v,p,p,f,f
6898,w,v,p,p,f,y
6899,w,v,d,p,f,y
6900,w,v,p,p,f,f
6901,y,v,l,e,f,n
6902,w,v,p,p,f,y
6903,w,v,l,p,f,y
6904,w,v,p,p,f,f
6905,w,y,p,e,t,n
6906,y,c,l,e,f,n
6907,w,n,g,e,f,n
6908,w,s,g,e,f,n
6909,w,v,d,p,f,s
6910,w,v,p,p,f,f
6911,o,c,l,e,f,n
6912,w,v,d,p,f,s
6913,w,c,l,p,f,n
6914,w,v,d,p,f,f
6915,w,n,g,e,f,n
6916,w,v,p,p,f,f
6917,w,v,p,p,f,s
6918,w,v,d,p,f,s
6919,w,v,p,p,f,y
6920,w,v,d,p,f,s
6921,w,s,g,e,f,n
6922,w,v,p,p,f,s
6923,w,v,d,p,f,y
6924,w,v,l,p,f,f
6925,w,n,g,e,f,n
6926,w,v,d,p,f,s
6927,w,v,p,p,f,y
6928,n,c,l,e,f,n
6929,w,y,p,e,t,n
6930,w,v,d,p,f,y
6931,w,v,l,p,f,y
6932,w,v,l,p,f,s
6933,w,n,g,e,f,n
6934,w,v,p,p,f,f
6935,w,v,l,p,f,y
6936,w,v,l,p,f,y
6937,w,v,d,p,f,f
6938,w,s,g,e,f,n
6939,w,n,g,e,f,n
6940,w,v,l,p,f,y
6941,w,v,l,p,f,y
6942,w,v,p,e,t,n
6943,w,v,d,p,f,s
6944,w,v,l,p,f,y
6945,w,v,l,p,f,s
6946,w,c,d,p,f,m
6947,w,v,d,p,f,f
6948,w,v,p,p,f,s
6949,w,v,l,p,f,s
6950,w,v,l,p,f,f
6951,w,v,l,p,f,f
6952,w,v,p,p,f,f
6953,w,s,g,e,f,n
6954,w,v,d,p,f,s
6955,w,v,p,p,f,f
6956,w,v,d,p,f,y
6957,w,v,l,p,f,s
6958,w,v,l,p,f,s
6959,w,s,g,e,f,n
6960,w,v,p,p,f,f
6961,w,v,l,p,f,s
6962,w,v,l,p,f,s
6963,w,v,d,p,f,s
6964,w,v,l,p,f,y
6965,w,v,l,p,f,s
6966,w,v,p,p,f,y
6967,w,v,d,p,f,f
6968,w,y,d,e,f,n
6969,w,v,p,p,f,f
6970,w,v,d,p,f,f
6971,w,y,d,e,f,n
6972,w,v,d,p,f,f
6973,w,v,l,p,f,y
6974,w,v,p,p,f,s
6975,w,v,p,p,f,s
6976,w,s,g,e,f,n
6977,w,v,d,p,f,f
6978,w,v,p,p,f,y
6979,w,v,l,p,f,f
6980,w,v,p,p,f,f
6981,w,v,l,p,f,y
6982,w,v,p,p,f,f
6983,w,v,l,p,f,s
6984,w,v,d,p,f,f
6985,w,y,p,e,f,n
6986,w,v,p,p,f,y
6987,w,v,p,p,f,f
6988,w,v,p,p,f,f
6989,w,v,l,p,f,s
6990,n,c,l,e,f,n
6991,w,n,g,e,f,n
6992,w,c,d,p,f,m
6993,w,v,l,p,f,y
6994,w,v,d,p,f,y
6995,o,c,l,e,f,n
6996,w,v,d,p,f,s
6997,w,v,d,p,f,s
6998,w,s,g,e,f,n
6999,w,s,g,e,f,n
7000,o,v,l,e,f,n
7001,w,v,d,p,f,s
7002,w,v,l,p,f,s
7003,w,v,p,p,f,s
7004,w,s,g,e,f,n
7005,w,n,g,e,f,n
7006,w,s,g,e,f,n
7007,w,v,l,p,f,f
7008,w,v,p,p,f,s
7009,w,s,g,e,f,n
7010,w,s,g,e,f,n
7011,w,v,d,p,f,f
7012,w,s,g,e,f,n
7013,w,v,p,p,f,s
7014,w,v,p,p,f,f
7015,w,v,d,p,f,f
7016,w,s,g,e,f,n
7017,w,n,g,e,f,n
7018,w,v,p,p,f,y
7019,w,v,d,p,f,f
7020,w,s,g,e,f,n
7021,w,n,g,e,f,n
7022,w,v,d,p,f,s
7023,w,v,p,e,t,n
7024,w,v,d,p,f,y
7025,w,v,p,p,f,y
7026,b,c,l,e,f,n
7027,n,c,l,e,f,n
7028,w,v,l,p,f,s
7029,w,v,d,p,f,y
7030,w,v,d,p,f,s
7031,w,v,d,p,f,y
7032,w,v,l,p,f,y
7033,w,n,g,e,f,n
7034,n,c,l,e,f,n
7035,w,c,d,p,f,m
7036,w,s,g,e,f,n
7037,o,v,l,e,f,n
7038,b,v,l,e,f,n
7039,w,v,p,p,f,s
7040,w,n,g,e,f,n
7041,w,s,g,e,f,n
7042,n,v,l,e,f,n
7043,w,v,d,p,f,y
7044,w,v,l,p,f,s
7045,w,v,d,p,f,s
7046,w,v,p,p,f,y
7047,w,n,g,e,f,n
7048,w,v,d,p,f,s
7049,w,v,p,p,f,s
7050,w,v,l,p,f,s
7051,w,s,g,e,f,n
7052,y,c,l,e,f,n
7053,w,v,l,p,f,f
7054,w,v,p,p,f,s
7055,o,v,l,e,f,n
7056,w,v,d,p,f,y
7057,w,v,p,p,f,y
7058,w,v,l,p,f,s
7059,w,v,p,p,f,s
7060,w,v,p,p,f,s
7061,w,v,d,p,f,y
7062,w,v,d,p,f,s
7063,w,v,d,p,f,y
7064,w,y,p,e,t,n
7065,w,v,d,p,f,y
7066,w,c,d,p,f,m
7067,w,v,l,p,f,f
7068,w,s,g,e,f,n
7069,w,v,d,p,f,f
7070,w,v,p,p,f,y
7071,w,v,p,p,f,s
7072,w,v,d,p,f,y
7073,w,v,d,p,f,f
7074,w,y,p,e,t,n
7075,w,v,l,p,f,f
7076,w,v,d,p,f,f
7077,w,v,l,p,f,y
7078,w,v,l,p,f,y
7079,w,v,p,p,f,f
7080,n,c,l,e,f,n
7081,w,v,d,p,f,s
7082,w,v,p,p,f,s
7083,w,v,d,p,f,f
7084,w,v,p,p,f,s
7085,w,v,l,p,f,f
7086,w,v,l,p,f,y
7087,w,s,g,e,f,n
7088,w,v,p,p,f,s
7089,w,v,l,p,f,s
7090,w,n,g,e,f,n
7091,n,v,l,e,f,n
7092,w,c,d,p,f,m
7093,w,v,d,p,f,s
7094,w,v,l,p,f,f
7095,w,v,p,p,f,f
7096,w,v,l,p,f,y
7097,w,v,p,p,f,y
7098,w,v,l,p,f,y
7099,w,n,g,e,f,n
7100,w,v,p,p,f,f
7101,w,c,d,p,f,m
7102,w,v,p,p,f,s
7103,w,v,l,p,f,s
7104,w,s,g,e,f,n
7105,w,v,d,p,f,y
7106,w,v,p,p,f,y
7107,w,v,l,p,f,f
7108,w,v,p,p,f,y
7109,w,v,d,p,f,f
7110,w,v,d,p,f,f
7111,w,n,g,e,f,n
7112,w,c,d,p,f,m
7113,w,v,d,p,f,y
7114,w,v,p,p,f,f
7115,w,v,p,p,f,f
7116,w,v,l,p,f,s
7117,w,v,p,e,t,n
7118,w,v,d,p,f,y
7119,w,v,p,p,f,y
7120,w,n,g,e,f,n
7121,w,v,d,p,f,s
7122,w,v,d,p,f,y
7123,w,v,d,p,f,s
7124,w,n,g,e,f,n
7125,w,v,p,p,f,s
7126,w,v,p,p,f,s
7127,w,v,p,p,f,y
7128,w,v,l,p,f,f
7129,y,v,l,e,f,n
7130,w,v,d,p,f,y
7131,w,v,d,p,f,y
7132,w,v,d,p,f,y
7133,w,v,l,p,f,f
7134,b,v,l,e,f,n
7135,w,s,g,e,f,n
7136,n,v,l,e,f,n
7137,w,n,g,e,f,n
7138,w,v,d,p,f,y
7139,w,v,d,p,f,f
7140,w,v,d,p,f,s
7141,w,v,p,p,f,y
7142,w,n,g,e,f,n
7143,w,v,d,p,f,s
7144,w,n,g,e,f,n
7145,w,v,d,p,f,f
7146,w,v,l,p,f,f
7147,w,c,d,p,f,m
7148,w,v,d,p,f,s
7149,w,v,l,p,f,s
7150,w,v,l,p,f,s
7151,w,v,p,p,f,f
7152,w,v,l,p,f,f
7153,w,v,d,p,f,s
7154,w,s,g,e,f,n
7155,w,v,p,p,f,y
7156,w,v,l,p,f,y
7157,w,v,l,p,f,s
7158,w,v,p,p,f,y
7159,w,n,g,e,f,n
7160,w,v,l,p,f,s
7161,w,v,d,p,f,s
7162,w,v,d,p,f,s
7163,w,s,g,e,f,n
7164,w,v,p,p,f,y
7165,w,v,p,p,f,y
7166,w,v,d,p,f,y
7167,w,c,d,p,f,m
7168,w,s,g,e,f,n
7169,w,v,p,p,f,f
7170,w,v,l,p,f,f
7171,w,n,g,e,f,n
7172,w,v,l,p,f,f
7173,w,v,l,p,f,s
7174,y,c,l,e,f,n
7175,w,v,l,p,f,f
7176,w,v,l,p,f,s
7177,b,c,l,e,f,n
7178,w,v,l,p,f,f
7179,w,v,d,p,f,f
7180,w,v,p,p,f,s
7181,w,v,p,p,f,s
7182,w,y,p,e,t,n
7183,n,c,l,e,f,n
7184,w,n,g,e,f,n
7185,w,v,p,p,f,s
7186,w,n,g,e,f,n
7187,w,v,p,p,f,y
7188,w,v,d,p,f,s
7189,y,c,l,e,f,n
7190,w,v,p,p,f,y
7191,w,v,d,p,f,f
7192,w,v,l,p,f,y
7193,w,v,p,p,f,s
7194,w,v,p,p,f,s
7195,w,v,d,p,f,f
7196,w,y,d,e,f,n
7197,w,v,d,p,f,f
7198,w,v,p,p,f,s
7199,w,v,p,p,f,y
7200,w,v,d,p,f,f
7201,w,n,g,e,f,n
7202,w,v,d,p,f,f
7203,w,s,g,e,f,n
7204,w,v,l,p,f,y
7205,w,n,g,e,f,n
7206,y,c,l,e,f,n
7207,w,v,p,p,f,f
7208,w,v,l,p,f,f
7209,w,n,g,e,f,n
7210,w,v,l,p,f,y
7211,w,v,l,p,f,s
7212,w,n,g,e,f,n
7213,w,v,p,p,f,f
7214,w,v,l,p,f,f
7215,w,v,l,p,f,f
7216,w,v,p,p,f,s
7217,w,v,p,p,f,s
7218,w,n,g,e,f,n
7219,w,v,p,p,f,f
7220,w,v,l,p,f,f
7221,w,n,g,e,f,n
7222,y,v,l,e,f,n
7223,w,n,g,e,f,n
7224,w,v,p,p,f,s
7225,w,v,d,p,f,f
7226,w,v,p,p,f,s
7227,w,s,g,e,f,n
7228,w,v,p,p,f,s
7229,y,v,l,e,f,n
7230,w,n,g,e,f,n
7231,w,c,d,p,f,m
7232,w,s,g,e,f,n
7233,w,v,p,p,f,y
7234,b,c,l,e,f,n
7235,w,n,g,e,f,n
7236,y,c,l,e,f,n
7237,w,n,g,e,f,n
7238,w,v,l,p,f,f
7239,w,v,p,p,f,y
7240,o,c,l,e,f,n
7241,w,v,p,p,f,y
7242,w,v,p,p,f,y
7243,w,v,l,p,f,y
7244,w,v,l,p,f,s
7245,y,v,l,e,f,n
7246,w,s,g,e,f,n
7247,o,c,l,e,f,n
7248,w,v,l,p,f,s
7249,w,v,l,p,f,s
7250,w,v,p,p,f,y
7251,w,v,l,p,f,y
7252,n,c,l,e,f,n
7253,w,v,d,p,f,y
7254,o,v,l,e,f,n
7255,w,v,d,p,f,y
7256,w,s,g,e,f,n
7257,w,v,d,p,f,f
7258,w,v,d,p,f,f
7259,w,s,g,e,f,n
7260,w,v,p,p,f,y
7261,w,n,g,e,f,n
7262,w,v,p,p,f,f
7263,w,v,d,p,f,f
7264,w,n,g,e,f,n
7265,w,v,l,p,f,s
7266,w,c,d,p,f,m
7267,w,n,g,e,f,n
7268,w,v,p,p,f,y
7269,w,v,d,p,f,s
7270,w,v,l,p,f,y
7271,w,n,g,e,f,n
7272,w,s,g,e,f,n
7273,w,v,d,p,f,s
7274,w,n,g,e,f,n
7275,w,v,d,p,f,f
7276,w,v,l,p,f,y
7277,w,s,g,e,f,n
7278,w,v,l,p,f,y
7279,w,s,g,e,f,n
7280,w,v,d,p,f,y
7281,w,n,g,e,f,n
7282,n,v,l,e,f,n
7283,w,v,d,p,f,s
7284,w,v,p,p,f,f
7285,w,n,g,e,f,n
7286,w,c,d,p,f,m
7287,w,v,p,p,f,y
7288,w,v,l,p,f,f
7289,w,v,p,p,f,y
7290,w,v,d,p,f,f
7291,b,c,l,e,f,n
7292,w,v,l,p,f,f
7293,w,y,d,e,f,n
7294,w,n,g,e,f,n
7295,w,v,l,p,f,y
7296,w,c,l,p,f,n
7297,w,v,p,p,f,y
7298,w,v,l,p,f,s
7299,w,v,l,p,f,s
7300,n,c,l,e,f,n
7301,w,y,p,e,t,n
7302,w,n,g,e,f,n
7303,w,v,p,p,f,s
7304,w,v,p,p,f,s
7305,w,v,l,p,f,s
7306,w,n,g,e,f,n
7307,o,c,l,e,f,n
7308,w,v,p,p,f,y
7309,w,v,d,p,f,f
7310,w,s,g,e,f,n
7311,w,v,l,p,f,y
7312,w,s,g,e,f,n
7313,w,v,l,p,f,y
7314,w,v,p,p,f,s
7315,w,n,g,e,f,n
7316,w,n,g,e,f,n
7317,w,v,d,p,f,f
7318,w,v,l,p,f,f
7319,w,v,d,p,f,s
7320,w,n,g,e,f,n
7321,w,v,p,p,f,f
7322,w,v,d,p,f,y
7323,w,v,l,p,f,f
7324,w,c,d,p,f,m
7325,w,v,l,p,f,f
7326,y,c,l,e,f,n
7327,w,v,d,p,f,f
7328,y,v,l,e,f,n
7329,w,n,g,e,f,n
7330,w,n,g,e,f,n
7331,w,v,l,p,f,s
7332,w,v,d,p,f,y
7333,w,v,p,p,f,f
7334,w,v,d,p,f,y
7335,w,s,g,e,f,n
7336,w,n,g,e,f,n
7337,w,c,d,p,f,m
7338,w,v,d,p,f,f
7339,w,v,p,p,f,f
7340,w,v,d,p,f,y
7341,w,v,d,p,f,s
7342,w,v,p,p,f,s
7343,w,c,d,p,f,m
7344,w,v,d,p,f,s
7345,w,n,g,e,f,n
7346,w,v,l,p,f,y
7347,w,s,g,e,f,n
7348,w,v,d,p,f,f
7349,w,v,l,p,f,y
7350,w,s,g,e,f,n
7351,w,s,g,e,f,n
7352,w,v,l,p,f,y
7353,y,c,l,e,f,n
7354,w,y,p,e,t,n
7355,w,n,g,e,f,n
7356,w,v,l,p,f,s
7357,w,v,p,p,f,f
7358,w,v,l,p,f,f
7359,w,n,g,e,f,n
7360,w,s,g,e,f,n
7361,w,y,p,e,t,n
7362,w,s,g,e,f,n
7363,w,v,l,p,f,y
7364,w,v,p,p,f,y
7365,w,v,p,p,f,y
7366,w,v,p,p,f,f
7367,o,c,l,e,f,n
7368,w,c,l,p,f,n
7369,w,c,d,p,f,m
7370,w,v,d,p,f,y
7371,w,v,p,e,t,n
7372,w,v,p,p,f,s
7373,w,n,g,e,f,n
7374,w,s,g,e,f,n
7375,w,v,p,p,f,f
7376,b,v,l,e,f,n
7377,b,v,l,e,f,n
7378,w,y,p,e,t,n
7379,w,s,g,e,f,n
7380,w,v,d,p,f,y
7381,w,v,d,p,f,f
7382,w,v,l,p,f,s
7383,w,v,d,p,f,y
7384,w,v,l,p,f,f
7385,w,v,p,p,f,y
7386,w,n,g,e,f,n
7387,w,c,d,p,f,m
7388,w,v,d,p,f,y
7389,y,v,l,e,f,n
7390,w,v,p,p,f,f
7391,w,s,g,e,f,n
7392,w,s,g,e,f,n
7393,w,v,l,p,f,s
7394,w,v,p,p,f,y
7395,w,v,d,p,f,f
7396,w,v,p,p,f,f
7397,w,v,l,p,f,s
7398,w,v,p,p,f,y
7399,w,s,g,e,f,n
7400,w,v,p,p,f,y
7401,w,s,g,e,f,n
7402,w,c,l,p,f,n
7403,w,v,p,p,f,s
7404,w,v,l,p,f,y
7405,w,s,g,e,f,n
7406,y,v,l,e,f,n
7407,w,v,l,p,f,y
7408,n,c,l,e,f,n
7409,w,v,l,p,f,y
7410,w,v,l,p,f,f
7411,w,v,p,p,f,y
7412,w,s,g,e,f,n
7413,n,c,l,e,f,n
7414,n,v,l,e,f,n
7415,w,v,d,p,f,f
7416,w,v,p,e,t,n
7417,w,s,g,e,f,n
7418,w,v,l,p,f,s
7419,w,n,g,e,f,n
7420,w,v,p,p,f,f
7421,w,v,d,p,f,y
7422,w,v,d,p,f,s
7423,w,y,p,e,t,n
7424,w,v,d,p,f,f
7425,w,v,p,p,f,f
7426,b,c,l,e,f,n
7427,w,v,l,p,f,f
7428,w,v,d,p,f,y
7429,w,v,d,p,f,y
7430,w,v,p,p,f,s
7431,w,v,p,p,f,f
7432,w,v,l,p,f,s
7433,o,c,l,e,f,n
7434,w,v,p,p,f,s
7435,w,s,g,e,f,n
7436,w,v,l,p,f,s
7437,w,v,l,p,f,y
7438,o,v,l,e,f,n
7439,w,v,l,p,f,s
7440,w,s,g,e,f,n
7441,o,v,l,e,f,n
7442,w,v,p,p,f,s
7443,w,v,d,p,f,s
7444,w,y,p,e,t,n
7445,w,n,g,e,f,n
7446,w,n,g,e,f,n
7447,b,c,l,e,f,n
7448,w,v,p,p,f,s
7449,w,v,l,p,f,y
7450,w,y,p,e,f,n
7451,w,s,g,e,f,n
7452,w,v,p,p,f,f
7453,w,v,l,p,f,f
7454,w,v,d,p,f,f
7455,w,v,l,p,f,f
7456,b,v,l,e,f,n
7457,w,v,d,p,f,f
7458,w,v,p,p,f,s
7459,w,v,l,p,f,f
7460,y,c,l,e,f,n
7461,w,n,g,e,f,n
7462,w,v,p,p,f,s
7463,w,v,p,p,f,f
7464,w,s,g,e,f,n
7465,w,v,d,p,f,s
7466,w,v,d,p,f,s
7467,w,v,l,p,f,y
7468,o,c,l,e,f,n
7469,w,s,g,e,f,n
7470,w,c,d,p,f,m
7471,w,v,p,p,f,f
7472,w,v,d,p,f,f
7473,w,v,d,p,f,y
7474,w,v,d,p,f,f
7475,w,v,l,p,f,s
7476,w,v,d,p,f,s
7477,w,v,p,p,f,y
7478,w,v,d,p,f,s
7479,w,v,d,p,f,y
7480,w,s,g,e,f,n
7481,w,c,d,p,f,m
7482,w,v,p,e,t,n
7483,w,v,p,p,f,y
7484,w,c,l,p,f,n
7485,w,v,l,p,f,s
7486,w,c,d,p,f,m
7487,w,n,g,e,f,n
7488,w,v,d,p,f,y
7489,w,v,l,p,f,s
7490,w,v,d,p,f,y
7491,y,c,l,e,f,n
7492,w,v,d,p,f,s
7493,w,v,d,p,f,f
7494,w,v,p,p,f,s
7495,w,v,l,p,f,s
7496,w,v,p,p,f,s
7497,w,v,d,p,f,s
7498,w,v,p,p,f,y
7499,w,s,g,e,f,n
7500,w,s,g,e,f,n
7501,w,s,g,e,f,n
7502,w,v,d,p,f,s
7503,w,v,d,p,f,f
7504,w,v,p,p,f,y
7505,w,v,d,p,f,f
7506,w,v,p,p,f,y
7507,w,v,l,p,f,f
7508,w,v,p,p,f,y
7509,w,v,d,p,f,y
7510,w,v,d,p,f,s
7511,o,c,l,e,f,n
7512,w,v,d,p,f,s
