"ID","spore_print_color","population","habitat","edible_or_poisonous","bruises","odor","cap_shape","cap_surface","cap_color","gill_attachment","gill_spacing","gill_size","gill_color","ring_number","ring_type","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","stalk_shape","veil_type","veil_color"
6039,"brown","clustered","leaves","edible","FALSE","none","bell","smooth","brown","attached","close","broad","yellow","1","pendant","?","smooth","smooth","orange","orange","enlarging","partial","brown"
6040,"white","several","woods","poisonous","FALSE","fishy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","pink","tapering","partial","white"
6041,"brown","several","leaves","edible","FALSE","none","convex","smooth","brown","attached","close","broad","orange","1","pendant","?","smooth","smooth","orange","orange","enlarging","partial","brown"
6042,"white","several","woods","poisonous","FALSE","fishy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","pink","tapering","partial","white"
6043,"white","several","leaves","poisonous","FALSE","spicy","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","white","tapering","partial","white"
6044,"white","several","paths","poisonous","FALSE","fishy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
6045,"white","several","leaves","poisonous","FALSE","fishy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","white","tapering","partial","white"
6046,"white","several","leaves","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","white","tapering","partial","white"
6047,"white","several","woods","poisonous","FALSE","foul","convex","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","pink","tapering","partial","white"
6048,"white","several","woods","poisonous","FALSE","spicy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
6049,"white","several","woods","poisonous","FALSE","fishy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","white","tapering","partial","white"
6050,"white","several","woods","poisonous","FALSE","foul","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
6051,"white","several","paths","poisonous","FALSE","spicy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","white","tapering","partial","white"
6052,"white","several","leaves","poisonous","FALSE","foul","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","white","tapering","partial","white"
6053,"white","several","woods","poisonous","FALSE","spicy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","pink","tapering","partial","white"
6054,"white","several","leaves","poisonous","FALSE","fishy","flat","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","pink","tapering","partial","white"
6055,"white","several","leaves","poisonous","FALSE","foul","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
6056,"white","several","woods","poisonous","FALSE","fishy","convex","smooth","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","pink","tapering","partial","white"
6057,"white","several","woods","poisonous","FALSE","foul","flat","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","pink","tapering","partial","white"
6058,"white","several","paths","poisonous","FALSE","fishy","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","white","tapering","partial","white"
6059,"white","several","woods","poisonous","FALSE","foul","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","pink","tapering","partial","white"
6060,"white","several","leaves","poisonous","FALSE","spicy","knobbed","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","pink","tapering","partial","white"
6061,"white","several","leaves","poisonous","FALSE","foul","knobbed","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","pink","tapering","partial","white"
6062,"white","several","woods","poisonous","FALSE","foul","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","white","tapering","partial","white"
6063,"white","several","leaves","poisonous","FALSE","spicy","convex","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","pink","tapering","partial","white"
6064,"white","several","leaves","poisonous","FALSE","foul","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","silky","white","pink","tapering","partial","white"
6065,"white","several","paths","poisonous","FALSE","spicy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","pink","tapering","partial","white"
6066,"white","several","leaves","poisonous","FALSE","spicy","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","white","tapering","partial","white"
6067,"white","several","paths","poisonous","FALSE","foul","flat","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
6068,"white","several","paths","poisonous","FALSE","spicy","convex","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","white","tapering","partial","white"
6069,"white","numerous","grasses","edible","FALSE","none","convex","fibrous","white","free","crowded","broad","white","2","pendant","?","silky","silky","white","white","enlarging","partial","white"
6070,"white","several","paths","poisonous","FALSE","fishy","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
6071,"white","several","woods","poisonous","FALSE","foul","convex","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","pink","tapering","partial","white"
6072,"white","several","woods","poisonous","FALSE","foul","convex","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","white","tapering","partial","white"
6073,"white","several","leaves","poisonous","FALSE","spicy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","white","tapering","partial","white"
6074,"white","several","leaves","poisonous","FALSE","spicy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","pink","tapering","partial","white"
6075,"white","several","leaves","poisonous","FALSE","spicy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","silky","white","pink","tapering","partial","white"
6076,"white","several","woods","poisonous","FALSE","foul","convex","smooth","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
6077,"white","several","leaves","poisonous","FALSE","fishy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
6078,"white","several","paths","poisonous","FALSE","foul","knobbed","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","pink","tapering","partial","white"
6079,"white","several","paths","poisonous","FALSE","spicy","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","white","tapering","partial","white"
6080,"white","several","leaves","poisonous","FALSE","spicy","convex","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
6081,"white","several","leaves","poisonous","FALSE","fishy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","white","tapering","partial","white"
6082,"white","several","woods","poisonous","FALSE","fishy","convex","smooth","red","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","pink","tapering","partial","white"
6083,"white","several","leaves","poisonous","FALSE","spicy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","white","tapering","partial","white"
6084,"white","several","paths","poisonous","FALSE","spicy","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","white","tapering","partial","white"
6085,"white","several","leaves","poisonous","FALSE","fishy","knobbed","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","pink","tapering","partial","white"
6086,"white","several","woods","poisonous","FALSE","spicy","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
6087,"white","several","woods","poisonous","FALSE","fishy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","pink","tapering","partial","white"
6088,"white","several","leaves","poisonous","FALSE","spicy","convex","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","white","tapering","partial","white"
6089,"white","several","leaves","poisonous","FALSE","fishy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","pink","tapering","partial","white"
