ID, stalk root, stalk surface above ring, stalk surface below ring, stalk color above ring, stalk color below ring, stalk shape
6574,?,k,k,p,w,t
6575,?,k,s,p,w,t
6576,?,s,s,w,p,t
6577,?,s,s,w,p,t
6578,?,s,k,p,p,t
6579,?,s,s,w,p,t
6580,?,s,k,w,w,t
6581,?,k,k,p,w,t
6582,?,s,s,p,w,t
6583,?,k,s,w,w,t
6584,?,s,s,p,p,t
6585,?,k,k,p,p,t
6586,?,s,s,w,p,t
6587,?,k,k,w,p,t
6588,?,s,k,w,w,t
6589,?,s,s,p,w,t
6590,?,s,s,w,w,t
6591,?,s,s,w,p,t
6592,?,k,s,p,w,t
6593,?,k,k,w,w,t
6594,?,k,k,p,p,t
6595,?,k,s,w,w,t
6596,?,k,k,w,p,t
6597,?,k,k,p,p,t
6598,?,s,k,w,w,t
6599,?,s,s,p,p,t
6600,?,s,k,w,w,e
6601,?,k,k,p,w,t
6602,?,k,s,w,w,t
6603,?,s,s,w,w,t
6604,?,s,s,w,p,t
6605,?,k,k,p,w,t
6606,?,s,s,p,p,t
6607,?,k,s,p,w,t
6608,?,s,k,w,w,t
6609,?,k,s,p,p,t
6610,?,k,k,p,w,t
6611,?,k,s,p,w,t
6612,?,s,k,w,w,t
6613,?,s,k,p,w,t
6614,?,s,k,w,w,t
6615,?,s,k,w,p,t
6616,?,k,s,p,p,t
6617,?,k,s,p,w,t
6618,?,k,s,w,p,t
6619,?,k,s,p,p,t
6620,?,s,s,p,w,t
6621,?,s,s,w,w,t
6622,?,k,s,p,w,t
6623,?,k,k,w,p,t
6624,?,k,k,w,w,t
6625,?,k,s,p,p,t
6626,?,s,k,w,w,t
6627,?,s,k,p,w,t
6628,?,s,k,w,p,t
6629,?,s,k,w,p,t
6630,?,s,k,w,p,t
6631,?,k,s,p,w,t
6632,?,s,s,p,p,t
6633,?,k,s,w,w,t
6634,?,k,s,w,w,t
6635,?,k,k,p,p,t
6636,?,k,s,w,p,t
6637,?,s,k,p,w,t
6638,?,k,s,p,w,t
6639,?,s,k,w,p,t
6640,?,s,k,p,p,t
6641,?,k,s,w,p,t
6642,?,k,s,w,p,t
6643,?,k,s,w,w,t
6644,?,k,k,p,w,t
6645,?,s,k,w,p,t
6646,?,s,s,p,p,t
6647,?,k,s,p,p,t
6648,?,s,k,p,w,t
6649,?,s,s,w,w,t
6650,?,k,s,w,w,t
6651,?,s,s,p,w,t
6652,?,k,k,w,w,t
6653,?,k,s,w,w,t
6654,?,k,s,p,w,t
6655,?,s,s,p,p,t
6656,?,s,k,w,w,t
6657,?,s,s,p,w,t
6658,?,k,s,p,p,t
6659,?,k,s,p,w,t
6660,?,s,s,w,w,t
6661,?,s,k,w,w,e
6662,?,k,s,w,w,t
6663,?,k,s,w,p,t
6664,?,s,s,o,o,e
6665,?,s,s,p,p,t
6666,?,k,k,p,w,t
6667,?,s,k,w,p,t
6668,?,k,s,p,p,t
6669,c,k,y,c,c,e
6670,?,s,s,w,w,t
6671,?,k,k,w,p,t
6672,?,k,k,p,p,t
6673,?,s,k,w,w,t
6674,?,k,k,p,w,t
6675,?,s,s,p,w,t
6676,?,s,k,p,w,t
6677,?,k,k,w,w,t
6678,?,k,s,p,p,t
6679,?,s,k,p,p,t
6680,?,s,k,w,p,t
6681,?,s,k,p,w,t
6682,?,k,k,w,w,t
6683,?,k,s,p,p,t
6684,?,k,k,w,w,t
6685,?,k,s,p,w,t
6686,?,k,k,w,w,t
6687,?,k,k,p,p,t
6688,?,s,s,w,w,t
6689,?,s,s,w,w,t
6690,?,s,s,p,w,t
6691,?,k,k,p,w,t
6692,?,s,s,w,w,t
6693,?,s,k,p,w,t
6694,?,k,k,w,p,t
6695,?,s,k,w,p,t
6696,?,s,k,p,w,t
6697,?,s,s,w,w,t
6698,?,k,k,w,w,t
6699,?,s,k,p,p,t
6700,?,s,k,p,p,t
6701,?,k,s,p,w,t
6702,?,k,s,w,p,t
6703,?,s,k,w,w,t
6704,?,k,s,w,w,t
6705,?,s,k,p,p,t
6706,?,s,s,p,p,t
6707,?,s,s,w,w,t
6708,?,k,k,p,w,t
6709,?,k,s,w,w,t
6710,?,s,k,p,w,t
6711,?,k,k,p,p,t
6712,?,s,k,w,w,t
6713,?,s,k,p,w,t
6714,?,s,k,w,w,t
6715,?,s,s,p,w,t
6716,?,k,k,p,p,t
6717,?,s,k,w,p,t
6718,?,k,s,w,p,t
6719,?,s,k,p,w,t
6720,?,s,s,p,p,t
6721,?,s,k,w,w,t
6722,?,s,k,p,w,t
6723,?,k,s,w,w,t
6724,?,k,k,p,p,t
6725,?,s,k,w,p,t
6726,?,s,k,p,p,t
6727,?,s,s,w,p,t
6728,?,k,k,w,w,t
6729,?,k,s,w,p,t
6730,?,s,s,p,w,t
6731,?,k,s,w,w,t
6732,?,k,s,w,p,t
6733,?,k,s,w,w,t
6734,?,s,k,p,p,t
6735,?,k,k,w,p,t
6736,?,k,k,w,p,t
6737,?,k,k,p,p,t
6738,?,k,k,p,w,t
6739,?,k,k,w,w,t
6740,?,s,s,w,w,t
6741,?,s,s,p,p,t
6742,?,s,s,w,w,t
6743,?,k,k,p,w,t
6744,?,k,s,p,p,t
6745,?,k,k,w,w,e
6746,?,s,k,w,w,t
6747,?,s,k,p,p,t
6748,?,s,s,p,p,t
6749,?,s,k,w,w,t
6750,?,k,s,w,w,t
6751,?,k,s,w,w,t
6752,?,k,s,w,w,t
6753,?,s,s,w,w,e
6754,?,k,s,w,p,t
6755,?,s,k,p,p,t
6756,?,s,s,p,p,t
6757,?,s,k,p,w,t
6758,?,s,k,w,p,t
6759,?,k,s,p,w,t
6760,?,s,s,w,w,t
6761,?,s,k,p,p,t
6762,?,s,s,p,w,t
6763,?,k,s,w,w,e
6764,?,s,s,o,o,e
6765,?,s,s,w,w,t
6766,?,s,s,p,w,t
6767,?,s,s,p,p,t
6768,?,k,s,w,w,t
6769,?,s,s,p,w,t
6770,?,s,s,p,p,t
6771,?,s,s,p,p,t
6772,?,k,k,p,w,t
6773,?,k,k,w,p,t
6774,?,s,k,w,w,t
6775,?,s,k,w,w,e
6776,?,s,s,p,p,t
6777,?,k,s,p,w,t
6778,?,k,s,p,p,t
6779,?,k,s,p,p,t
6780,?,k,k,p,w,t
6781,?,k,k,p,w,t
6782,?,k,k,w,p,t
6783,?,s,s,w,p,t
6784,?,s,s,p,w,t
6785,?,s,k,w,w,t
6786,?,s,k,w,w,t
6787,?,s,s,p,w,t
6788,?,s,s,w,w,t
6789,?,s,s,w,p,t
6790,?,k,k,w,p,t
6791,?,s,k,w,p,t
6792,?,s,k,p,p,t
6793,?,s,s,w,p,t
6794,?,s,s,p,p,t
6795,?,k,k,p,w,t
6796,?,k,k,w,w,t
6797,?,k,k,w,w,t
6798,?,s,s,w,w,t
6799,?,k,s,p,p,t
6800,?,k,k,w,w,t
6801,?,s,s,w,w,t
6802,?,k,s,p,p,t
6803,?,s,k,w,w,t
6804,?,s,k,w,w,t
6805,?,k,k,w,w,t
6806,?,s,s,w,p,t
6807,?,k,k,p,p,t
6808,?,s,k,p,p,t
6809,?,s,s,w,w,t
6810,?,s,k,p,w,t
6811,?,k,s,p,w,t
6812,?,k,k,p,w,t
6813,?,s,s,w,w,t
6814,?,k,k,w,w,t
6815,?,s,s,w,w,t
6816,?,k,k,p,w,t
6817,?,k,k,p,p,t
6818,?,k,k,p,w,t
6819,?,k,k,w,p,t
6820,?,k,k,p,w,t
6821,?,s,s,p,p,t
6822,?,k,s,p,p,t
6823,?,s,s,w,p,t
6824,?,s,s,p,p,t
6825,?,k,k,p,p,t
6826,?,k,k,w,p,t
6827,?,s,s,w,p,t
6828,?,k,s,w,w,e
6829,?,k,s,p,w,t
6830,?,k,s,w,p,t
6831,?,s,k,w,p,t
6832,?,s,s,w,p,t
6833,?,k,k,w,w,t
6834,?,s,k,p,w,t
6835,?,k,k,w,w,t
6836,?,k,k,w,p,t
6837,?,k,s,w,w,t
6838,?,s,s,p,w,t
6839,?,k,s,w,p,t
6840,?,k,k,p,p,t
6841,?,s,s,w,w,t
6842,?,s,s,w,p,t
6843,?,k,s,w,w,t
6844,?,s,s,p,w,t
6845,?,s,s,w,w,t
6846,?,k,s,w,w,t
6847,?,k,k,p,w,t
6848,?,s,k,w,w,t
6849,?,k,k,p,w,t
6850,?,s,s,o,o,e
6851,?,s,k,w,w,t
6852,?,k,s,p,w,t
6853,?,k,k,w,p,t
6854,?,k,k,p,w,t
6855,?,k,k,w,w,t
6856,c,k,y,c,c,e
6857,?,k,k,w,w,t
6858,?,k,k,w,w,t
6859,?,k,s,w,p,t
6860,?,s,s,w,p,t
6861,?,k,k,w,w,e
6862,?,k,s,p,p,t
6863,?,s,k,p,w,t
6864,?,s,s,p,w,t
6865,?,k,k,w,p,t
6866,?,s,s,w,w,t
6867,?,k,k,p,w,t
6868,?,k,s,w,p,t
6869,?,k,s,p,p,t
6870,?,s,k,p,p,t
6871,?,s,k,p,p,t
6872,?,s,k,w,w,t
6873,?,k,k,w,p,t
6874,?,k,s,p,w,t
6875,?,s,s,w,p,t
6876,?,k,s,p,w,t
6877,?,k,k,p,w,t
6878,?,k,s,w,p,t
6879,?,k,k,w,p,t
6880,?,k,k,p,p,t
6881,?,k,s,w,w,t
6882,?,k,k,p,p,t
6883,?,s,s,w,w,t
6884,?,k,k,p,w,t
6885,?,k,k,w,w,e
6886,?,s,k,p,p,t
6887,?,s,k,p,p,t
6888,?,s,k,w,w,t
6889,?,s,s,p,p,t
6890,?,k,s,w,p,t
6891,?,k,s,p,p,t
6892,?,s,k,w,w,t
6893,?,k,s,w,w,t
6894,?,s,s,p,w,t
6895,?,s,k,p,p,t
6896,?,s,k,p,w,t
6897,?,s,k,p,p,t
6898,?,k,s,p,p,t
6899,?,k,k,p,p,t
6900,?,k,s,p,w,t
6901,?,s,s,o,o,e
6902,?,k,k,w,p,t
6903,?,s,s,p,w,t
6904,?,k,s,w,w,t
6905,b,s,s,w,w,e
6906,?,s,s,o,o,e
6907,?,s,k,w,w,e
6908,?,s,k,w,w,e
6909,?,s,k,w,p,t
6910,?,s,s,w,w,t
6911,?,s,s,o,o,e
6912,?,k,k,w,w,t
6913,c,y,y,y,y,e
6914,?,k,s,w,w,t
6915,?,k,k,w,w,e
6916,?,s,k,w,p,t
6917,?,s,k,p,p,t
6918,?,k,k,w,w,t
6919,?,k,s,p,w,t
6920,?,k,k,w,p,t
6921,?,s,k,w,w,e
6922,?,s,s,w,w,t
6923,?,k,s,p,p,t
6924,?,k,s,w,w,t
6925,?,k,k,w,w,e
6926,?,k,k,w,w,t
6927,?,s,s,w,p,t
6928,?,s,s,o,o,e
6929,b,s,s,w,w,e
6930,?,k,k,w,p,t
6931,?,k,k,w,p,t
6932,?,s,s,w,p,t
6933,?,s,k,w,w,e
6934,?,k,k,p,w,t
6935,?,k,s,p,p,t
6936,?,k,s,w,p,t
6937,?,s,s,p,w,t
6938,?,s,s,w,w,e
6939,?,s,s,w,w,e
6940,?,k,k,w,w,t
6941,?,s,k,w,w,t
6942,b,s,s,w,w,e
6943,?,s,s,p,p,t
6944,?,s,k,w,p,t
6945,?,s,k,w,p,t
6946,c,k,y,c,c,e
6947,?,s,k,w,p,t
6948,?,s,s,p,p,t
6949,?,s,k,p,p,t
6950,?,k,k,w,w,t
6951,?,s,k,w,p,t
6952,?,s,s,w,w,t
6953,?,s,s,w,w,e
6954,?,k,s,w,w,t
6955,?,s,k,p,p,t
6956,?,s,k,p,p,t
6957,?,k,k,w,w,t
6958,?,s,s,p,p,t
6959,?,s,s,w,w,e
6960,?,s,s,p,p,t
6961,?,k,s,p,p,t
6962,?,k,k,w,w,t
6963,?,s,s,w,w,t
6964,?,k,k,w,p,t
6965,?,s,s,p,p,t
6966,?,k,k,p,w,t
6967,?,s,s,p,p,t
6968,b,y,y,n,n,e
6969,?,s,s,p,w,t
6970,?,k,k,p,w,t
6971,b,y,y,n,n,e
6972,?,k,k,w,p,t
6973,?,s,s,w,w,t
6974,?,k,k,w,w,t
6975,?,s,s,p,p,t
6976,?,s,s,w,w,e
6977,?,k,k,w,w,t
6978,?,s,k,p,w,t
6979,?,k,s,w,w,t
6980,?,k,s,w,w,t
6981,?,k,k,w,w,t
6982,?,k,s,w,w,t
6983,?,k,s,p,w,t
6984,?,k,k,w,p,t
6985,b,y,y,n,n,e
6986,?,k,s,p,w,t
6987,?,s,s,w,w,t
6988,?,k,k,w,w,t
6989,?,s,s,p,p,t
6990,?,s,s,o,o,e
6991,?,k,k,w,w,e
6992,c,k,y,c,c,e
6993,?,k,s,w,p,t
6994,?,k,k,p,p,t
6995,?,s,s,o,o,e
6996,?,k,s,p,w,t
6997,?,s,k,w,p,t
6998,?,k,s,w,w,e
6999,?,s,k,w,w,e
7000,?,s,s,o,o,e
7001,?,s,s,w,w,t
7002,?,k,s,w,p,t
7003,?,k,s,w,w,t
7004,?,k,k,w,w,e
7005,?,k,k,w,w,e
7006,?,k,s,w,w,e
7007,?,k,s,p,w,t
7008,?,s,s,p,w,t
7009,?,s,k,w,w,e
7010,?,s,k,w,w,e
7011,?,s,k,w,w,t
7012,?,s,s,w,w,e
7013,?,s,s,w,p,t
7014,?,s,k,w,w,t
7015,?,s,k,p,p,t
7016,?,s,k,w,w,e
7017,?,s,s,w,w,e
7018,?,s,s,w,p,t
7019,?,s,s,w,w,t
7020,?,k,k,w,w,e
7021,?,k,k,w,w,e
7022,?,k,k,p,w,t
7023,b,s,s,w,w,e
7024,?,k,s,w,p,t
7025,?,s,k,w,p,t
7026,?,s,s,o,o,e
7027,?,s,s,o,o,e
7028,?,k,s,w,w,t
7029,?,k,s,p,w,t
7030,?,k,s,w,p,t
7031,?,k,k,w,w,t
7032,?,s,k,w,w,t
7033,?,k,s,w,w,e
7034,?,s,s,o,o,e
7035,c,k,y,c,c,e
7036,?,s,s,w,w,e
7037,?,s,s,o,o,e
7038,?,s,s,o,o,e
7039,?,k,s,w,p,t
7040,?,s,s,w,w,e
7041,?,k,s,w,w,e
7042,?,s,s,o,o,e
7043,?,k,k,w,p,t
7044,?,k,s,p,w,t
7045,?,k,s,w,w,t
7046,?,k,s,w,p,t
7047,?,s,k,w,w,e
7048,?,k,k,w,p,t
7049,?,k,s,w,p,t
7050,?,k,s,p,p,t
7051,?,k,k,w,w,e
7052,?,s,s,o,o,e
7053,?,k,k,w,w,t
7054,?,k,s,p,p,t
7055,?,s,s,o,o,e
7056,?,k,s,w,w,t
7057,?,k,k,p,w,t
7058,?,s,k,w,w,t
7059,?,s,s,w,p,t
7060,?,s,s,p,p,t
7061,?,s,s,w,w,t
7062,?,s,s,p,w,t
7063,?,s,k,w,w,t
7064,b,s,s,w,w,e
7065,?,s,k,w,p,t
7066,c,k,y,c,c,e
7067,?,s,s,w,w,t
7068,?,k,k,w,w,e
7069,?,k,s,p,w,t
7070,?,k,k,p,w,t
7071,?,s,k,p,w,t
7072,?,s,k,p,w,t
7073,?,k,s,p,w,t
7074,b,s,s,w,w,e
7075,?,s,k,p,w,t
7076,?,s,k,w,p,t
7077,?,k,s,p,p,t
7078,?,k,k,p,p,t
7079,?,s,s,p,w,t
7080,?,s,s,o,o,e
7081,?,s,k,p,p,t
7082,?,s,k,p,w,t
7083,?,s,k,w,w,t
7084,?,k,k,p,p,t
7085,?,k,k,p,p,t
7086,?,s,s,w,p,t
7087,?,k,s,w,w,e
7088,?,k,s,p,w,t
7089,?,s,k,p,w,t
7090,?,s,s,w,w,e
7091,?,s,s,o,o,e
7092,c,k,y,c,c,e
7093,?,s,k,w,p,t
7094,?,k,k,w,w,t
7095,?,k,k,w,p,t
7096,?,s,s,w,p,t
7097,?,s,s,w,w,t
7098,?,s,k,w,p,t
7099,?,k,k,w,w,e
7100,?,k,k,w,p,t
7101,c,k,y,c,c,e
7102,?,k,k,w,p,t
7103,?,k,k,p,w,t
7104,?,s,k,w,w,e
7105,?,k,k,p,w,t
7106,?,s,k,p,p,t
7107,?,k,s,p,w,t
7108,?,k,k,p,p,t
7109,?,s,k,p,w,t
7110,?,k,s,w,p,t
7111,?,s,s,w,w,e
7112,c,k,y,c,c,e
7113,?,k,s,p,w,t
7114,?,s,k,w,p,t
7115,?,k,s,w,p,t
7116,?,k,k,w,w,t
7117,b,s,s,w,w,e
7118,?,k,s,p,w,t
7119,?,k,s,w,w,t
7120,?,k,k,w,w,e
7121,?,k,s,p,p,t
7122,?,s,s,p,w,t
7123,?,s,s,p,w,t
7124,?,s,k,w,w,e
7125,?,s,s,w,p,t
7126,?,k,k,w,p,t
7127,?,k,k,w,w,t
7128,?,s,k,p,p,t
7129,?,s,s,o,o,e
7130,?,k,k,p,w,t
7131,?,s,s,p,w,t
7132,?,s,k,w,w,t
7133,?,s,k,p,w,t
7134,?,s,s,o,o,e
7135,?,k,k,w,w,e
7136,?,s,s,o,o,e
7137,?,k,k,w,w,e
7138,?,s,s,w,p,t
7139,?,s,k,w,p,t
7140,?,k,k,p,w,t
7141,?,k,s,p,w,t
7142,?,k,s,w,w,e
7143,?,s,s,p,p,t
7144,?,s,k,w,w,e
7145,?,k,s,w,w,t
7146,?,s,k,w,w,t
7147,c,k,y,c,c,e
7148,?,s,s,w,p,t
7149,?,s,s,p,w,t
7150,?,k,k,w,w,t
7151,?,k,s,w,p,t
7152,?,k,k,w,p,t
7153,?,k,k,w,w,t
7154,?,k,s,w,w,e
7155,?,s,s,p,w,t
7156,?,k,s,w,p,t
7157,?,k,s,w,p,t
7158,?,k,k,w,p,t
7159,?,s,k,w,w,e
7160,?,s,s,w,p,t
7161,?,s,s,w,w,t
7162,?,s,s,p,w,t
7163,?,s,s,w,w,e
7164,?,k,k,p,p,t
7165,?,s,k,w,w,t
7166,?,s,k,p,w,t
7167,c,k,y,c,c,e
7168,?,k,s,w,w,e
7169,?,k,k,p,p,t
7170,?,s,k,p,p,t
7171,?,s,k,w,w,e
7172,?,k,k,p,p,t
7173,?,k,k,p,p,t
7174,?,s,s,o,o,e
7175,?,s,k,p,w,t
7176,?,k,k,w,w,t
7177,?,s,s,o,o,e
7178,?,k,k,p,w,t
7179,?,k,k,p,p,t
7180,?,k,s,p,p,t
7181,?,s,s,p,w,t
7182,b,s,s,w,w,e
7183,?,s,s,o,o,e
7184,?,k,k,w,w,e
7185,?,s,s,p,p,t
7186,?,s,s,w,w,e
7187,?,k,k,p,w,t
7188,?,s,s,w,w,t
7189,?,s,s,o,o,e
7190,?,k,s,w,w,t
7191,?,k,s,p,p,t
7192,?,k,s,w,w,t
7193,?,s,s,p,p,t
7194,?,k,s,p,p,t
7195,?,k,k,w,w,t
7196,b,y,y,n,n,e
7197,?,s,s,w,w,t
7198,?,k,k,p,w,t
7199,?,s,s,w,w,t
7200,?,k,s,p,p,t
7201,?,s,s,w,w,e
7202,?,s,k,w,p,t
7203,?,k,s,w,w,e
7204,?,k,k,p,w,t
7205,?,k,k,w,w,e
7206,?,s,s,o,o,e
7207,?,k,s,w,p,t
7208,?,s,s,w,p,t
7209,?,k,k,w,w,e
7210,?,s,s,p,p,t
7211,?,s,s,w,p,t
7212,?,k,s,w,w,e
7213,?,k,s,p,w,t
7214,?,k,s,p,p,t
7215,?,k,k,p,w,t
7216,?,k,s,w,w,t
7217,?,s,s,p,w,t
7218,?,k,k,w,w,e
7219,?,k,k,p,p,t
7220,?,s,s,w,p,t
7221,?,s,k,w,w,e
7222,?,s,s,o,o,e
7223,?,k,s,w,w,e
7224,?,k,s,w,p,t
7225,?,s,s,w,w,t
7226,?,s,k,w,p,t
7227,?,k,s,w,w,e
7228,?,k,k,p,p,t
7229,?,s,s,o,o,e
7230,?,k,k,w,w,e
7231,c,k,y,c,c,e
7232,?,k,k,w,w,e
7233,?,s,k,w,w,t
7234,?,s,s,o,o,e
7235,?,k,s,w,w,e
7236,?,s,s,o,o,e
7237,?,k,k,w,w,e
7238,?,k,s,w,w,t
7239,?,s,k,p,w,t
7240,?,s,s,o,o,e
7241,?,k,k,p,p,t
7242,?,s,k,w,p,t
7243,?,s,k,p,p,t
7244,?,s,k,w,p,t
7245,?,s,s,o,o,e
7246,?,k,k,w,w,e
7247,?,s,s,o,o,e
7248,?,k,s,p,w,t
7249,?,s,k,w,p,t
7250,?,k,s,p,p,t
7251,?,s,s,p,p,t
7252,?,s,s,o,o,e
7253,?,s,s,w,w,t
7254,?,s,s,o,o,e
7255,?,k,k,w,p,t
7256,?,s,s,w,w,e
7257,?,s,s,w,p,t
7258,?,k,k,p,w,t
7259,?,s,s,w,w,e
7260,?,k,s,p,w,t
7261,?,s,s,w,w,e
7262,?,s,k,p,w,t
7263,?,s,k,p,p,t
7264,?,k,k,w,w,e
7265,?,k,s,w,w,t
7266,c,k,y,c,c,e
7267,?,s,s,w,w,e
7268,?,k,k,w,p,t
7269,?,k,s,p,p,t
7270,?,k,k,w,p,t
7271,?,s,k,w,w,e
7272,?,s,s,w,w,e
7273,?,s,k,w,w,t
7274,?,s,s,w,w,e
7275,?,s,k,p,w,t
7276,?,s,s,p,w,t
7277,?,k,s,w,w,e
7278,?,k,k,p,w,t
7279,?,k,s,w,w,e
7280,?,s,k,p,p,t
7281,?,s,k,w,w,e
7282,?,s,s,o,o,e
7283,?,k,s,w,p,t
7284,?,s,k,p,w,t
7285,?,s,s,w,w,e
7286,c,k,y,c,c,e
7287,?,k,k,p,w,t
7288,?,k,k,w,w,t
7289,?,s,s,p,w,t
7290,?,s,k,w,w,t
7291,?,s,s,o,o,e
7292,?,k,s,p,w,t
7293,b,y,y,n,n,e
7294,?,s,s,w,w,e
7295,?,k,k,w,p,t
7296,c,y,y,y,y,e
7297,?,s,s,p,w,t
7298,?,k,k,p,p,t
7299,?,s,k,p,p,t
7300,?,s,s,o,o,e
7301,b,s,s,w,w,e
7302,?,k,s,w,w,e
7303,?,s,k,p,w,t
7304,?,k,k,w,w,t
7305,?,s,s,w,w,t
7306,?,k,k,w,w,e
7307,?,s,s,o,o,e
7308,?,k,k,w,w,t
7309,?,s,s,p,w,t
7310,?,k,s,w,w,e
7311,?,s,k,w,w,t
7312,?,s,s,w,w,e
7313,?,s,s,w,p,t
7314,?,s,k,w,w,t
7315,?,k,s,w,w,e
7316,?,s,k,w,w,e
7317,?,k,k,w,w,t
7318,?,k,s,w,p,t
7319,?,k,s,p,w,t
7320,?,k,k,w,w,e
7321,?,s,k,p,w,t
7322,?,k,k,p,w,t
7323,?,s,s,p,p,t
7324,c,k,y,c,c,e
7325,?,k,s,w,p,t
7326,?,s,s,o,o,e
7327,?,s,s,p,w,t
7328,?,s,s,o,o,e
7329,?,s,s,w,w,e
7330,?,s,s,w,w,e
7331,?,k,k,w,p,t
7332,?,k,k,w,w,t
7333,?,s,s,p,w,t
7334,?,k,k,p,p,t
7335,?,s,s,w,w,e
7336,?,s,s,w,w,e
7337,c,k,y,c,c,e
7338,?,s,s,w,p,t
7339,?,s,k,p,p,t
7340,?,s,s,w,w,t
7341,?,s,k,p,p,t
7342,?,k,k,p,p,t
7343,c,k,y,c,c,e
7344,?,s,k,p,w,t
7345,?,s,s,w,w,e
7346,?,k,k,w,p,t
7347,?,s,s,w,w,e
7348,?,s,k,w,w,t
7349,?,k,k,p,p,t
7350,?,k,s,w,w,e
7351,?,s,s,w,w,e
7352,?,k,s,w,p,t
7353,?,s,s,o,o,e
7354,b,s,s,w,w,e
7355,?,s,k,w,w,e
7356,?,s,k,p,w,t
7357,?,k,k,w,p,t
7358,?,s,s,p,p,t
7359,?,s,s,w,w,e
7360,?,k,k,w,w,e
7361,b,s,s,w,w,e
7362,?,s,s,w,w,e
7363,?,s,s,p,w,t
7364,?,s,s,w,p,t
7365,?,s,s,w,p,t
7366,?,s,k,w,p,t
7367,?,s,s,o,o,e
7368,c,y,y,y,y,e
7369,c,k,y,c,c,e
7370,?,s,s,w,w,t
7371,b,s,s,w,w,e
7372,?,s,k,p,p,t
7373,?,s,k,w,w,e
7374,?,s,k,w,w,e
7375,?,k,s,p,w,t
7376,?,s,s,o,o,e
7377,?,s,s,o,o,e
7378,b,s,s,w,w,e
7379,?,s,s,w,w,e
7380,?,k,s,p,p,t
7381,?,s,s,w,p,t
7382,?,k,s,p,p,t
7383,?,k,s,w,p,t
7384,?,k,s,p,p,t
7385,?,k,s,w,w,t
7386,?,k,s,w,w,e
7387,c,k,y,c,c,e
7388,?,s,s,w,p,t
7389,?,s,s,o,o,e
7390,?,s,k,p,w,t
7391,?,k,k,w,w,e
7392,?,k,k,w,w,e
7393,?,s,k,w,w,t
7394,?,s,s,p,p,t
7395,?,s,k,w,w,t
7396,?,s,s,p,p,t
7397,?,k,k,w,p,t
7398,?,s,k,w,w,t
7399,?,k,k,w,w,e
7400,?,s,k,p,p,t
7401,?,s,k,w,w,e
7402,c,y,y,y,y,e
7403,?,s,k,w,p,t
7404,?,k,k,p,p,t
7405,?,s,s,w,w,e
7406,?,s,s,o,o,e
7407,?,s,k,p,p,t
7408,?,s,s,o,o,e
7409,?,s,s,p,w,t
7410,?,k,k,p,p,t
7411,?,s,s,w,w,t
7412,?,s,s,w,w,e
7413,?,s,s,o,o,e
7414,?,s,s,o,o,e
7415,?,s,k,w,p,t
7416,b,s,s,w,w,e
7417,?,k,s,w,w,e
7418,?,k,s,p,p,t
7419,?,k,s,w,w,e
7420,?,k,s,w,p,t
7421,?,s,s,p,p,t
7422,?,s,s,p,w,t
7423,b,s,s,w,w,e
7424,?,k,s,w,p,t
7425,?,s,s,p,w,t
7426,?,s,s,o,o,e
7427,?,k,k,p,w,t
7428,?,k,k,w,w,t
7429,?,k,k,p,p,t
7430,?,s,k,w,w,t
7431,?,k,k,p,p,t
7432,?,k,k,p,p,t
7433,?,s,s,o,o,e
7434,?,k,s,w,p,t
7435,?,s,s,w,w,e
7436,?,s,s,p,p,t
7437,?,s,k,p,w,t
7438,?,s,s,o,o,e
7439,?,s,k,p,p,t
7440,?,s,k,w,w,e
7441,?,s,s,o,o,e
7442,?,s,s,p,p,t
7443,?,s,s,w,w,t
7444,b,s,s,w,w,e
7445,?,s,k,w,w,e
7446,?,k,s,w,w,e
7447,?,s,s,o,o,e
7448,?,k,k,w,w,t
7449,?,s,s,w,w,t
7450,b,y,y,n,n,e
7451,?,k,k,w,w,e
7452,?,k,k,w,w,t
7453,?,s,k,p,p,t
7454,?,s,k,w,w,t
7455,?,s,k,w,p,t
7456,?,s,s,o,o,e
7457,?,s,s,w,p,t
7458,?,s,k,p,p,t
7459,?,s,k,w,p,t
7460,?,s,s,o,o,e
7461,?,k,s,w,w,e
7462,?,s,k,w,w,t
7463,?,s,s,w,w,t
7464,?,s,s,w,w,e
7465,?,k,k,w,w,t
7466,?,k,s,w,p,t
7467,?,s,k,w,p,t
7468,?,s,s,o,o,e
7469,?,s,k,w,w,e
7470,c,k,y,c,c,e
7471,?,k,s,p,p,t
7472,?,k,s,p,p,t
7473,?,s,k,w,p,t
7474,?,k,k,w,p,t
7475,?,k,s,p,p,t
7476,?,s,s,p,w,t
7477,?,k,s,p,w,t
7478,?,s,s,w,p,t
7479,?,s,s,p,w,t
7480,?,k,k,w,w,e
7481,c,k,y,c,c,e
7482,b,s,s,w,w,e
7483,?,k,k,p,p,t
7484,c,y,y,y,y,e
7485,?,k,s,w,w,t
7486,c,k,y,c,c,e
7487,?,s,s,w,w,e
7488,?,s,k,p,w,t
7489,?,k,s,w,p,t
7490,?,s,s,p,p,t
7491,?,s,s,o,o,e
7492,?,s,s,p,p,t
7493,?,k,k,p,w,t
7494,?,k,k,w,w,t
7495,?,s,k,p,w,t
7496,?,k,k,w,p,t
7497,?,s,s,p,p,t
7498,?,s,k,p,p,t
7499,?,k,s,w,w,e
7500,?,s,k,w,w,e
7501,?,k,k,w,w,e
7502,?,k,s,p,w,t
7503,?,k,k,w,p,t
